;solar;wind;cons;market;spot
2019-01-30 13:00:00+01:00;7411.00.00;19.763.044;73167.0;52,84191516;49,7
2019-01-30 14:00:00+01:00;5669.00.00;206.901.939;72416.0;53,81059606;53,56
2019-01-30 15:00:00+01:00;3280.00.00;217.414.948;71531.0;56,89371333;49,37
2019-01-30 16:00:00+01:00;955.00.00;228.167.064;70894.0;58,72947072;52,65
2019-01-30 17:00:00+01:00;15.00;235.045.112;73225.0;68,35553194;60,49
2019-01-30 18:00:00+01:00;00.00;24.135.672;74334.0;66,36547338;62,53
2019-01-30 19:00:00+01:00;00.00;246.834.451;73112.0;61,94811137;59,28
2019-01-30 20:00:00+01:00;00.00;238.231.405;69027.0;52,17788806;50,02
2019-01-30 21:00:00+01:00;00.00;228.412.794;65753.0;51,09583036;51,01
2019-01-30 22:00:00+01:00;00.00;217.583.598;63556.0;52,22284938;50,08
2019-01-30 23:00:00+01:00;00.00;201.541.544;59802.0;49,13416897;46,86
2019-01-31 00:00:00+01:00;00.00;163.389.062;55324.0;51,71770024;47,17
2019-01-31 01:00:00+01:00;00.00;14.785.309;53603.0;50,00395409;45,47
2019-01-31 02:00:00+01:00;00.00;130.125.762;52764.0;50,05728291;45,43
2019-01-31 03:00:00+01:00;00.00;113.999.887;52999.0;50,10911249;46,82
2019-01-31 04:00:00+01:00;00.00;99.890.062;54180.0;49,10701569;45,08
2019-01-31 05:00:00+01:00;00.00;93.068.169;57264.0;53,14174172;48,7
2019-01-31 06:00:00+01:00;00.00;87.889.287;64766.0;65,0001942;62,41
2019-01-31 07:00:00+01:00;14.00;84.101.105;70761.0;79,79684218;71,7
2019-01-31 08:00:00+01:00;1438.00.00;78.494.677;72632.0;91,13092698;78,49
2019-01-31 09:00:00+01:00;4728.00.00;74.523.344;73071.0;77,89024772;69,08
2019-01-31 10:00:00+01:00;7724.00.00;72.092.923;73170.0;71,32734116;67,35
2019-01-31 11:00:00+01:00;9659.00.00;71.510.584;73401.0;68,45497369;67,94
2019-01-31 12:00:00+01:00;10218.0;72.186.545;72593.0;68,61703424;66,81
2019-01-31 13:00:00+01:00;9343.00.00;74.077.589;71813.0;69,35667736;66,22
2019-01-31 14:00:00+01:00;7208.00.00;68.735.956;70815.0;68,62039423;66,16
2019-01-31 15:00:00+01:00;4248.00.00;64.841.234;70086.0;70,13754975;66,16
2019-01-31 16:00:00+01:00;1321.00.00;62.793.671;69301.0;74,82464279;65,35
2019-01-31 17:00:00+01:00;27.00.00;72.086.523;71964.0;80,17775664;66,68
2019-01-31 18:00:00+01:00;00.00;86.754.127;73310.0;80,37536836;66,98
2019-01-31 19:00:00+01:00;00.00;105.921.558;72046.0;74,8489874;65,4
2019-01-31 20:00:00+01:00;00.00;120.103.234;68442.0;59,9112349;59,9
2019-01-31 21:00:00+01:00;00.00;136.275.922;64631.0;52,94422348;52,84
2019-01-31 22:00:00+01:00;00.00;153.496.279;62074.0;48,78917176;51,36
2019-01-31 23:00:00+01:00;00.00;165.864.334;58180.0;44,95980216;46,72
2019-02-01 00:00:00+01:00;00.00;18.385.378;55770.0;47,63775154;43,55
2019-02-01 01:00:00+01:00;00.00;194.290.625;53868.0;48,46209264;45,47
2019-02-01 02:00:00+01:00;00.00;204.944.359;52940.0;46,48894188;43,1
2019-02-01 03:00:00+01:00;00.00;215.002.802;52945.0;43,41223731;41,1
2019-02-01 04:00:00+01:00;00.00;224.168.713;53972.0;43,53738241;41,51
2019-02-01 05:00:00+01:00;00.00;225.615.721;57047.0;46,27165381;45,76
2019-02-01 06:00:00+01:00;00.00;225.352.388;64258.0;45,94724339;47,72
2019-02-01 07:00:00+01:00;09.00;223.975.653;69893.0;58,99470303;54,04
2019-02-01 08:00:00+01:00;1008.00.00;21.458.893;71796.0;62,91706058;56,66
2019-02-01 09:00:00+01:00;3226.00.00;204.996.597;71967.0;61,22910658;55,93
2019-02-01 10:00:00+01:00;5241.00.00;196.048.139;72718.0;62,27414588;55,51
2019-02-01 11:00:00+01:00;6547.00.00;176.611.233;73059.0;64,79362059;56,9
2019-02-01 12:00:00+01:00;6934.00.00;158.158.438;72505.0;64,40934791;58,51
2019-02-01 13:00:00+01:00;6361.00.00;14.154.819;71612.0;67,64996098;64
2019-02-01 14:00:00+01:00;4938.00.00;137.549.588;69957.0;65,34316288;64,93
2019-02-01 15:00:00+01:00;2950.00.00;133.952.551;68779.0;64,63283493;64,55
2019-02-01 16:00:00+01:00;955.00.00;131.178.514;68319.0;65,81072743;63,91
2019-02-01 17:00:00+01:00;23.00;132.868.356;70217.0;68,98861753;67,71
2019-02-01 18:00:00+01:00;00.00;136.261.357;71146.0;69,74325147;69,98
2019-02-01 19:00:00+01:00;00.00;141.187.951;69488.0;64,59866315;67,34
2019-02-01 20:00:00+01:00;00.00;127.858.746;65245.0;59,55447423;62,99
2019-02-01 21:00:00+01:00;00.00;115.777.676;61976.0;54,48301148;55,32
2019-02-01 22:00:00+01:00;00.00;105.154.058;59960.0;53,94278711;54,01
2019-02-01 23:00:00+01:00;00.00;9.653.212;56377.0;50,55466367;50,92
2019-02-02 00:00:00+01:00;00.00;59.691.625;53644.0;48,25518794;50,04
2019-02-02 01:00:00+01:00;00.00;52.838.111;51491.0;46,30093736;47,07
2019-02-02 02:00:00+01:00;00.00;47.189.242;50170.0;42,06031602;45,7
2019-02-02 03:00:00+01:00;00.00;42.962.051;49598.0;40,80733852;43,14
2019-02-02 04:00:00+01:00;00.00;40.225.562;49653.0;40,4277606;42,71
2019-02-02 05:00:00+01:00;00.00;38.170.289;49282.0;39,8119828;42,6
2019-02-02 06:00:00+01:00;00.00;38.182.549;49750.0;41,93152623;43,47
2019-02-02 07:00:00+01:00;08.00;40.118.507;52578.0;46,58451234;47,68
2019-02-02 08:00:00+01:00;905.00.00;3.690.334;56280.0;49,47084153;51,47
2019-02-02 09:00:00+01:00;2919.00.00;35.497.214;59289.0;52,98229436;55,79
2019-02-02 10:00:00+01:00;4742.00.00;35.508.859;60670.0;57,07400862;59,5
2019-02-02 11:00:00+01:00;5923.00.00;34.863.809;61173.0;56,63453354;59,15
2019-02-02 12:00:00+01:00;6272.00.00;35.229.774;60535.0;55,8857976;56,08
2019-02-02 13:00:00+01:00;5754.00.00;36.385.644;58575.0;49,70994516;50,33
2019-02-02 14:00:00+01:00;4472.00.00;38.802.593;57013.0;48,1821364;49,09
2019-02-02 15:00:00+01:00;2683.00.00;41.929.541;56462.0;48,64902565;48,6
2019-02-02 16:00:00+01:00;888.00.00;46.098.478;56704.0;51,53190694;49,39
2019-02-02 17:00:00+01:00;24.00.00;48.019.011;59861.0;57,62283651;56,86
2019-02-02 18:00:00+01:00;00.00;51.738.522;61833.0;56,97358519;57,91
2019-02-02 19:00:00+01:00;00.00;57.825.115;60209.0;55,78187505;54,59
2019-02-02 20:00:00+01:00;00.00;57.473.199;56847.0;53,49395159;50,43
2019-02-02 21:00:00+01:00;00.00;58.120.846;54230.0;49,68868894;48,48
2019-02-02 22:00:00+01:00;00.00;59.642.793;53717.0;48,64982308;48,49
2019-02-02 23:00:00+01:00;00.00;63.103.684;51087.0;46,49314785;46,06
2019-02-03 00:00:00+01:00;00.00;78.169.577;48625.0;43,92057049;44,8
2019-02-03 01:00:00+01:00;00.00;88.439.646;46979.0;39,22962341;41,29
2019-02-03 02:00:00+01:00;00.00;94.315.027;46074.0;38,64544115;40,48
2019-02-03 03:00:00+01:00;00.00;10.204.071;45656.0;37,39047788;39
2019-02-03 04:00:00+01:00;00.00;111.614.559;45352.0;36,62809732;38,9
2019-02-03 05:00:00+01:00;00.00;112.926.225;44770.0;36,96676414;38,47
2019-02-03 06:00:00+01:00;00.00;116.246.178;43528.0;38,55414485;39,88
2019-02-03 07:00:00+01:00;10.00;121.503.131;45067.0;38,05068869;40,97
2019-02-03 08:00:00+01:00;712.00.00;122.030.599;48457.0;42,08551747;43,8
2019-02-03 09:00:00+01:00;2171.00.00;123.231.247;52299.0;46,24591058;47,05
2019-02-03 10:00:00+01:00;3492.00.00;12.502.711;54655.0;51,28686275;49,33
2019-02-03 11:00:00+01:00;4355.00.00;134.057.444;56639.0;53,28273529;51,11
2019-02-03 12:00:00+01:00;4624.00.00;144.406.837;56286.0;50,109551;50,35
2019-02-03 13:00:00+01:00;4268.00.00;155.925.124;54225.0;49,00495732;47,09
2019-02-03 14:00:00+01:00;3353.00.00;149.827.141;52671.0;48,57668326;45,14
2019-02-03 15:00:00+01:00;2052.00.00;14.488.234;52168.0;48,78003262;44,4
2019-02-03 16:00:00+01:00;710.00.00;14.152.945;52562.0;48,6481107;45,79
2019-02-03 17:00:00+01:00;22.00;129.380.286;56279.0;55,12785188;51,94
2019-02-03 18:00:00+01:00;00.00;119.583.331;59088.0;57,86889553;59,54
2019-02-03 19:00:00+01:00;00.00;112.661.665;58234.0;55,23467884;57,94
2019-02-03 20:00:00+01:00;00.00;107.906.926;55993.0;53,85389021;54,69
2019-02-03 21:00:00+01:00;00.00;10.378.118;54162.0;49,46182902;51,94
2019-02-03 22:00:00+01:00;00.00;100.239.579;54547.0;46,32195433;51,04
2019-02-03 23:00:00+01:00;00.00;9.929.531;51536.0;37,30638999;46,42
2019-02-04 00:00:00+01:00;00.00;106.227.184;50894.0;40,15931098;43,7
2019-02-04 01:00:00+01:00;00.00;111.839.896;49825.0;40,12831755;41,37
2019-02-04 02:00:00+01:00;00.00;116.224.147;49623.0;35,72090354;40,48
2019-02-04 03:00:00+01:00;00.00;121.108.688;49853.0;36,32695255;39,21
2019-02-04 04:00:00+01:00;00.00;126.676.213;51089.0;37,63808667;38,55
2019-02-04 05:00:00+01:00;00.00;13.173.825;54864.0;40,1921682;40,71
2019-02-04 06:00:00+01:00;00.00;137.746.993;62709.0;48,57872221;49,05
2019-02-04 07:00:00+01:00;33.00.00;144.170.222;69234.0;61,30120895;60,67
2019-02-04 08:00:00+01:00;1905.00.00;145.591.374;71432.0;63,07384644;58,93
2019-02-04 09:00:00+01:00;5691.00.00;147.590.071;72280.0;57,7963724;55,47
2019-02-04 10:00:00+01:00;9062.00.00;150.122.795;73200.0;49,11486437;48,15
2019-02-04 11:00:00+01:00;11229.0;157.223.519;73652.0;47,08436946;43,46
2019-02-04 12:00:00+01:00;11855.0;164.301.933;72990.0;45,17744144;41,69
2019-02-04 13:00:00+01:00;10883.0;170.781.104;72327.0;44,14108491;40,47
2019-02-04 14:00:00+01:00;8499.00.00;177.634.367;71085.0;43,49693088;41,01
2019-02-04 15:00:00+01:00;5171.00.00;184.796.606;70411.0;49,48546664;43,37
2019-02-04 16:00:00+01:00;1807.00.00;192.323.514;69623.0;53,22542097;43,82
2019-02-04 17:00:00+01:00;58.00.00;213.260.717;71282.0;55,17139978;49,06
2019-02-04 18:00:00+01:00;00.00;234.836.319;72775.0;53,89663592;46,78
2019-02-04 19:00:00+01:00;00.00;256.803.619;71790.0;49,48405914;42,08
2019-02-04 20:00:00+01:00;00.00;257.589.651;67908.0;48,49517003;39,42
2019-02-04 21:00:00+01:00;00.00;257.195.953;63955.0;45,99429296;38,75
2019-02-04 22:00:00+01:00;00.00;255.716.713;61405.0;44,12927576;38,52
2019-02-04 23:00:00+01:00;00.00;24526.51;56849.0;39,08051475;32,51
2019-02-05 00:00:00+01:00;00.00;232.035.898;55366.0;39,30710813;34,49
2019-02-05 01:00:00+01:00;00.00;214.240.844;53785.0;40,48578967;36,71
2019-02-05 02:00:00+01:00;00.00;20.430.951;53122.0;41,27862792;38,42
2019-02-05 03:00:00+01:00;00.00;194.486.899;53254.0;41,06600637;39,39
2019-02-05 04:00:00+01:00;00.00;184.794.167;54255.0;39,48559098;39,82
2019-02-05 05:00:00+01:00;00.00;177.175.928;57378.0;44,26304067;41,72
2019-02-05 06:00:00+01:00;00.00;170.108.695;64424.0;55,28749373;50,31
2019-02-05 07:00:00+01:00;29.00.00;163.358.034;70442.0;65,44009586;61,52
2019-02-05 08:00:00+01:00;1587.00.00;155.707.804;72347.0;64,36803305;62,31
2019-02-05 09:00:00+01:00;4766.00.00;148.376.695;72690.0;65,32837266;62,31
2019-02-05 10:00:00+01:00;7611.00.00;141.334.366;73208.0;65,62171006;64,56
2019-02-05 11:00:00+01:00;9457.00.00;140.434.653;73426.0;61,98893881;62,85
2019-02-05 12:00:00+01:00;10009.0;140.460.375;72578.0;60,41617097;58,63
2019-02-05 13:00:00+01:00;9215.00.00;141.594.465;71752.0;60,29064502;57,81
2019-02-05 14:00:00+01:00;7226.00.00;129.827.888;70377.0;58,05587665;57,96
2019-02-05 15:00:00+01:00;4431.00.00;117.435.054;69651.0;58,48909832;58,04
2019-02-05 16:00:00+01:00;1587.00.00;105.167.536;69090.0;61,11035696;60,35
2019-02-05 17:00:00+01:00;67.00.00;99.876.284;71209.0;63,39361025;63,06
2019-02-05 18:00:00+01:00;00.00;96.314.857;73061.0;63,4362669;65,79
2019-02-05 19:00:00+01:00;00.00;94.995.051;72038.0;63,84734345;62,63
2019-02-05 20:00:00+01:00;00.00;98.656.061;68104.0;58,94264893;61,77
2019-02-05 21:00:00+01:00;00.00;102.581.978;64383.0;51,01080402;53,38
2019-02-05 22:00:00+01:00;00.00;106.478.839;61803.0;47,75738258;50,12
2019-02-05 23:00:00+01:00;00.00;109.246.548;57372.0;44,85704519;46,98
2019-02-06 00:00:00+01:00;00.00;116.415.605;55349.0;43,06070632;42,8
2019-02-06 01:00:00+01:00;00.00;119.244.704;53841.0;40,92601115;41,63
2019-02-06 02:00:00+01:00;00.00;119.863.592;53243.0;41,53980956;40,98
2019-02-06 03:00:00+01:00;00.00;121.123.788;53423.0;42,22754969;40,4
2019-02-06 04:00:00+01:00;00.00;123.194.772;54421.0;40,97678834;41,38
2019-02-06 05:00:00+01:00;00.00;128.630.496;57512.0;41,0443782;42,31
2019-02-06 06:00:00+01:00;00.00;135.108.097;64483.0;49,63662433;51,1
2019-02-06 07:00:00+01:00;47.00.00;142.370.402;70464.0;56,00937876;57,59
2019-02-06 08:00:00+01:00;2003.00.00;147.893.725;72454.0;55,90093817;59,01
2019-02-06 09:00:00+01:00;5726.00.00;153.738.529;72935.0;48,03140543;53,34
2019-02-06 10:00:00+01:00;9022.00.00;159.336.643;73608.0;49,10141207;53,54
2019-02-06 11:00:00+01:00;11141.0;154.794.427;73961.0;47,91250739;53,32
2019-02-06 12:00:00+01:00;11759.0;148.943.659;73162.0;47,41587837;53,19
2019-02-06 13:00:00+01:00;10820.0;141.938.556;72357.0;47,80569283;52,81
2019-02-06 14:00:00+01:00;8503.00.00;139.473.583;70933.0;48,20012656;52,93
2019-02-06 15:00:00+01:00;5256.00.00;138.006.753;70102.0;50,04607901;54,3
2019-02-06 16:00:00+01:00;1939.00.00;137.846.189;69375.0;53,12019852;56,73
2019-02-06 17:00:00+01:00;93.00.00;140.905.518;70913.0;58,24965468;60,27
2019-02-06 18:00:00+01:00;00.00;144.939.539;72945.0;60,36556529;62,4
2019-02-06 19:00:00+01:00;00.00;149.858.677;71957.0;58,8551274;59,62
2019-02-06 20:00:00+01:00;00.00;142.576.469;67966.0;54,67054103;55,8
2019-02-06 21:00:00+01:00;00.00;13.572.364;64196.0;51,63552172;50,49
2019-02-06 22:00:00+01:00;00.00;12.942.601;61520.0;51,71875311;49,5
2019-02-06 23:00:00+01:00;00.00;125.079.989;56995.0;49,26543036;46,18
2019-02-07 00:00:00+01:00;00.00;131.772.259;55294.0;45,8944891;46,25
2019-02-07 01:00:00+01:00;00.00;131.673.662;53351.0;42,85695758;45,21
2019-02-07 02:00:00+01:00;00.00;148.921.976;52349.0;41,53365128;41,24
2019-02-07 03:00:00+01:00;00.00;166.703.385;52601.0;40,09553054;38,05
2019-02-07 04:00:00+01:00;00.00;184.126.021;53599.0;40,69050862;37
2019-02-07 05:00:00+01:00;00.00;206.282.819;56375.0;41,26225374;39,04
2019-02-07 06:00:00+01:00;00.00;226.778.838;64021.0;53,29811708;48,06
2019-02-07 07:00:00+01:00;39.00.00;245.373.889;70408.0;61,14079176;53,29
2019-02-07 08:00:00+01:00;1396.00.00;257.306.363;72372.0;60,42116213;53,04
2019-02-07 09:00:00+01:00;3830.00.00;267.483.764;72701.0;59,19529924;51,98
2019-02-07 10:00:00+01:00;5988.00.00;275.820.059;73250.0;58,12440777;51,47
2019-02-07 11:00:00+01:00;7382.00.00;280.119.141;73528.0;58,30274451;46,38
2019-02-07 12:00:00+01:00;7797.00.00;28.236.593;72986.0;55,98041753;43,24
2019-02-07 13:00:00+01:00;7190.00.00;282.917.821;72043.0;53,86085238;42,32
2019-02-07 14:00:00+01:00;5674.00.00;290.709.498;70730.0;53,0290797;40,75
2019-02-07 15:00:00+01:00;3536.00.00;297.890.061;69730.0;51,9367587;41,63
2019-02-07 16:00:00+01:00;1329.00.00;303.666.252;68748.0;50,75888526;41,77
2019-02-07 17:00:00+01:00;74.00.00;311.042.437;70919.0;55,69836477;51,37
2019-02-07 18:00:00+01:00;00.00;315.969.703;73094.0;56,0937587;51,4
2019-02-07 19:00:00+01:00;00.00;317.771.782;71782.0;50,85616422;45,75
2019-02-07 20:00:00+01:00;00.00;318.269.244;67810.0;51,86061442;46,07
2019-02-07 21:00:00+01:00;00.00;316.682.987;64445.0;46,49885711;41,47
2019-02-07 22:00:00+01:00;00.00;313.431.696;61401.0;45,58408593;38,71
2019-02-07 23:00:00+01:00;00.00;308.560.532;57080.0;41,63257041;33,68
2019-02-08 00:00:00+01:00;00.00;28.703.075;54156.0;37,03013858;32,73
2019-02-08 01:00:00+01:00;00.00;284.204.119;52101.0;36,92221364;33,24
2019-02-08 02:00:00+01:00;00.00;279.193.739;51268.0;37,16476937;32,57
2019-02-08 03:00:00+01:00;00.00;274.422.472;51917.0;37,68593256;31,16
2019-02-08 04:00:00+01:00;00.00;269.791.973;53335.0;42,60105719;35,71
2019-02-08 05:00:00+01:00;00.00;265.836.849;56624.0;44,92380428;38,99
2019-02-08 06:00:00+01:00;00.00;261.751.391;63742.0;46,80312485;45,85
2019-02-08 07:00:00+01:00;49.00.00;257.197.627;69462.0;52,56943477;56,33
2019-02-08 08:00:00+01:00;1660.00.00;263.403.949;71299.0;53,37240976;57,94
2019-02-08 09:00:00+01:00;4482.00.00;268.175.125;71571.0;48,37002246;54,91
2019-02-08 10:00:00+01:00;6961.00.00;271.404.879;71982.0;39,24676061;51,35
2019-02-08 11:00:00+01:00;8550.00.00;291.793.734;72277.0;37,99155908;50,66
2019-02-08 12:00:00+01:00;9010.00.00;308.904.346;71618.0;32,07506574;44,59
2019-02-08 13:00:00+01:00;8301.00.00;322.403.271;70191.0;26,15782563;39,51
2019-02-08 14:00:00+01:00;6556.00.00;311.879.341;68444.0;21,48737302;38,77
2019-02-08 15:00:00+01:00;4105.00.00;299.472.736;67395.0;24,95438005;42,31
2019-02-08 16:00:00+01:00;1579.00.00;285.271.828;66901.0;30,07898298;43,98
2019-02-08 17:00:00+01:00;100.00.00;296.502.473;68545.0;39,86911764;49,61
2019-02-08 18:00:00+01:00;00.00;306.753.982;70780.0;40,36232081;50,66
2019-02-08 19:00:00+01:00;00.00;315.239.537;69429.0;34,87453013;46,04
2019-02-08 20:00:00+01:00;00.00;324.511.606;65247.0;25,83485095;35,88
2019-02-08 21:00:00+01:00;00.00;331.303.004;61351.0;22,63433339;33,96
2019-02-08 22:00:00+01:00;00.00;335.957.264;58536.0;14,0105963;27,56
2019-02-08 23:00:00+01:00;00.00;340.307.919;55063.0;10,81392041;24,47
2019-02-09 00:00:00+01:00;00.00;345.393.711;50919.0;-2,88903192;0,02
2019-02-09 01:00:00+01:00;00.00;348.312.527;48678.0;3,930215847;0,08
2019-02-09 02:00:00+01:00;00.00;353.814.335;47294.0;5,510774141;-4,09
2019-02-09 03:00:00+01:00;00.00;358.798.167;47458.0;5,290392694;-4
2019-02-09 04:00:00+01:00;00.00;363.096.189;47818.0;8,837543972;0,06
2019-02-09 05:00:00+01:00;00.00;374.757.132;48054.0;10,54025529;0,09
2019-02-09 06:00:00+01:00;00.00;383.452.185;48817.0;7,246324577;0,05
2019-02-09 07:00:00+01:00;78.00.00;38.885.883;52087.0;1,904472915;6,37
2019-02-09 08:00:00+01:00;2219.00.00;39.081.321;56042.0;3,002755009;12,08
2019-02-09 09:00:00+01:00;5786.00.00;388.512.105;59192.0;-0,638592766;11,18
2019-02-09 10:00:00+01:00;8906.00.00;38.165.939;60596.0;1,353880531;10,64
2019-02-09 11:00:00+01:00;10907.0;386.495.731;61615.0;-6,109705362;4,12
2019-02-09 12:00:00+01:00;11490.0;387.516.565;60785.0;-12,51672991;0,05
2019-02-09 13:00:00+01:00;10605.0;385.127.455;58549.0;-8,705868476;-0,1
2019-02-09 14:00:00+01:00;8410.00.00;386.289.283;56972.0;2,520410181;-2,05
2019-02-09 15:00:00+01:00;5312.00.00;386.008.821;56058.0;3,572748242;0,09
2019-02-09 16:00:00+01:00;2089.00.00;383.482.647;56268.0;17,88998526;9,64
2019-02-09 17:00:00+01:00;134.00.00;383.783.592;59532.0;30,42500551;26,97
2019-02-09 18:00:00+01:00;00.00;379.233.448;62625.0;40,12115911;36,17
2019-02-09 19:00:00+01:00;00.00;36.901.499;60149.0;38,23619813;25,97
2019-02-09 20:00:00+01:00;00.00;364.005.897;56243.0;34,25687065;16,96
2019-02-09 21:00:00+01:00;00.00;355.931.353;53567.0;21,21773047;0,09
2019-02-09 22:00:00+01:00;00.00;345.537.617;53024.0;31,93892697;12,91
2019-02-09 23:00:00+01:00;00.00;333.534.428;50247.0;20,9751225;0,09
2019-02-10 00:00:00+01:00;00.00;314.001.363;47290.0;31,86042394;22,88
2019-02-10 01:00:00+01:00;00.00;296.475.582;45296.0;25,68449792;16,16
2019-02-10 02:00:00+01:00;00.00;292.113.939;44280.0;22,52861051;16,02
2019-02-10 03:00:00+01:00;00.00;28.517.108;43990.0;14,38839176;12,45
2019-02-10 04:00:00+01:00;00.00;275.117.434;43837.0;-0,196942866;10,19
2019-02-10 05:00:00+01:00;00.00;279.733.417;43354.0;-4,863994756;14,51
2019-02-10 06:00:00+01:00;00.00;280.057.246;42626.0;-15,66107842;7,01
2019-02-10 07:00:00+01:00;37.00.00;277.146.717;45006.0;-10,8509303;10,98
2019-02-10 08:00:00+01:00;1032.00.00;289.566.451;48087.0;-5,264464806;20,62
2019-02-10 09:00:00+01:00;2704.00.00;297.101.076;51540.0;5,891585042;32,95
2019-02-10 10:00:00+01:00;4174.00.00;300.633.431;53651.0;12,29085948;36,75
2019-02-10 11:00:00+01:00;5124.00.00;305.649.724;55996.0;13,53496695;38,68
2019-02-10 12:00:00+01:00;5408.00.00;307.686.116;55996.0;10,9350843;32,5
2019-02-10 13:00:00+01:00;5000.00.00;306.709.738;54023.0;12,17086521;34
2019-02-10 14:00:00+01:00;3973.00.00;309.584.924;52519.0;12,1004519;31,2
2019-02-10 15:00:00+01:00;2518.00.00;311.217.385;52025.0;9,476622567;27,99
2019-02-10 16:00:00+01:00;1001.00.00;310.402.365;52104.0;9,080901763;32,61
2019-02-10 17:00:00+01:00;76.00.00;307.892.959;55260.0;9,635594256;39,41
2019-02-10 18:00:00+01:00;00.00;299.377.908;59118.0;12,48869198;49,19
2019-02-10 19:00:00+01:00;00.00;286.312.488;58176.0;12,99443535;49,48
2019-02-10 20:00:00+01:00;00.00;296.744.982;55935.0;7,645693803;43,1
2019-02-10 21:00:00+01:00;00.00;304.942.909;54131.0;1,882042821;28,99
2019-02-10 22:00:00+01:00;00.00;309.257.579;54415.0;3,982930262;34,37
2019-02-10 23:00:00+01:00;00.00;317.966.699;51755.0;2,311290935;30,58
2019-02-11 00:00:00+01:00;00.00;353.013.525;49680.0;-13,83735225;-0,01
2019-02-11 01:00:00+01:00;00.00;348.560.404;48079.0;-13,44606422;-1,22
2019-02-11 02:00:00+01:00;00.00;349.305.776;47414.0;-7,878852137;-0,04
2019-02-11 03:00:00+01:00;00.00;347.274.185;47848.0;-1,614840104;-3,54
2019-02-11 04:00:00+01:00;00.00;341.886.456;49152.0;0,864746425;-3,95
2019-02-11 05:00:00+01:00;00.00;339.049.548;52942.0;6,629985762;5,65
2019-02-11 06:00:00+01:00;00.00;335.338.074;61377.0;46,24176142;39,91
2019-02-11 07:00:00+01:00;74.00.00;330.222.009;68572.0;54,8331801;49,04
2019-02-11 08:00:00+01:00;1648.00.00;337.649.729;70482.0;54,91875661;49,41
2019-02-11 09:00:00+01:00;4044.00.00;343.085.154;70852.0;52,07322287;44,99
2019-02-11 10:00:00+01:00;6124.00.00;346.019.414;71293.0;52,62483914;39,94
2019-02-11 11:00:00+01:00;7456.00.00;35.691.713;71908.0;51,20584139;38,73
2019-02-11 12:00:00+01:00;7846.00.00;363.693.689;71658.0;51,34686426;36,59
2019-02-11 13:00:00+01:00;7256.00.00;36642.14;70819.0;55,43520976;38,54
2019-02-11 14:00:00+01:00;5790.00.00;359.779.936;69365.0;52,00019882;38,66
2019-02-11 15:00:00+01:00;3706.00.00;351.305.839;68590.0;50,43826969;38,86
2019-02-11 16:00:00+01:00;1506.00.00;341.014.169;67462.0;53,18545808;38,61
2019-02-11 17:00:00+01:00;106.00.00;333.088.809;70467.0;56,33031583;48,11
2019-02-11 18:00:00+01:00;00.00;322.939.094;72679.0;56,22071088;48,51
2019-02-11 19:00:00+01:00;00.00;310.212.388;71528.0;54,49276515;48,73
2019-02-11 20:00:00+01:00;00.00;302.189.716;68087.0;50,41860786;47,96
2019-02-11 21:00:00+01:00;00.00;292.796.852;64390.0;47,3710385;41,27
2019-02-11 22:00:00+01:00;00.00;282.282.958;62314.0;48,09394438;45,19
2019-02-11 23:00:00+01:00;00.00;281.976.612;58097.0;43,40985576;37,34
2019-02-12 00:00:00+01:00;00.00;262.398.823;54502.0;41,88024663;37,29
2019-02-12 01:00:00+01:00;00.00;260.463.221;52710.0;38,64377606;32,8
2019-02-12 02:00:00+01:00;00.00;259.195.744;51818.0;33,44857028;29,71
2019-02-12 03:00:00+01:00;00.00;257.902.454;52138.0;30,92448111;31
2019-02-12 04:00:00+01:00;00.00;256.840.347;53205.0;30,98744759;36,08
2019-02-12 05:00:00+01:00;00.00;242.471.147;56291.0;37,03403087;40,02
2019-02-12 06:00:00+01:00;00.00;22.744.516;63647.0;46,50904748;46,44
2019-02-12 07:00:00+01:00;94.00.00;211.943.569;70158.0;58,88742714;55,19
2019-02-12 08:00:00+01:00;1768.00.00;202.464.881;71781.0;55,06999607;54,91
2019-02-12 09:00:00+01:00;4234.00.00;192.207.318;71829.0;56,26185099;57,33
2019-02-12 10:00:00+01:00;6359.00.00;181.042.424;72191.0;55,61666911;55,66
2019-02-12 11:00:00+01:00;7712.00.00;170.344.136;72874.0;51,8809592;50,93
2019-02-12 12:00:00+01:00;8099.00.00;160.824.607;72601.0;48,89270379;50,02
2019-02-12 13:00:00+01:00;7485.00.00;153.813.334;71924.0;47,30453928;49,59
2019-02-12 14:00:00+01:00;5977.00.00;142.655.895;70593.0;46,94380566;49,98
2019-02-12 15:00:00+01:00;3842.00.00;132.002.346;69878.0;46,61116295;50,17
2019-02-12 16:00:00+01:00;1588.00.00;122.179.537;68793.0;48,29744218;52,84
2019-02-12 17:00:00+01:00;130.00.00;116.189.239;70423.0;50,95974556;56,92
2019-02-12 18:00:00+01:00;00.00;112.230.559;72959.0;51,65152642;60,47
2019-02-12 19:00:00+01:00;00.00;110.829.098;71991.0;47,3622176;51,27
2019-02-12 20:00:00+01:00;00.00;121.958.228;68159.0;44,02249758;45,96
2019-02-12 21:00:00+01:00;00.00;133.907.687;64573.0;40,6270699;41,6
2019-02-12 22:00:00+01:00;00.00;146.025.974;62308.0;36,68005829;43,96
2019-02-12 23:00:00+01:00;00.00;150.461.857;58519.0;31,22442109;41,51
